"ITTER107","Territorio","TIPO_DATO8","Tipo dato","TIP_FAM","Tipologia familiare","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITCD","Nord","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2020","2020",17.4,,
"ITCD","Nord","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2021","2021",15.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2016","2016",5.9,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2017","2017",5.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2018","2018",5.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2019","2019",4.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2020","2020",5.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2021","2021",5.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2016","2016",4.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2018","2018",4.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2020","2020",3.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2021","2021",4.2,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2018","2018",4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2019","2019",3.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2020","2020",3.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2021","2021",2.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2020","2020",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2021","2021",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2020","2020",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2021","2021",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2016","2016",7.2,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2017","2017",6.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2018","2018",5.2,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2020","2020",5.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2021","2021",5.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2016","2016",10.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2017","2017",7.2,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2018","2018",7.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2019","2019",5.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2020","2020",7.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2021","2021",8.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2020","2020",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2021","2021",14.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2020","2020",10,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2021","2021",8.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2017","2017",10,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2018","2018",10.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2019","2019",8.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2020","2020",10.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2021","2021",11.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2016","2016",3.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2017","2017",3.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2018","2018",3.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2019","2019",3.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2020","2020",3.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2021","2021",3.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2020","2020",18.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2021","2021",12.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2016","2016",2.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2017","2017",3.2,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2018","2018",4.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2019","2019",4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2020","2020",5.2,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2021","2021",3.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2016","2016",2.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2017","2017",3.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2018","2018",3.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2020","2020",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2021","2021",3.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1ELD","almeno un anziano","2016","2016",2.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1ELD","almeno un anziano","2017","2017",3.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1ELD","almeno un anziano","2018","2018",3.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1ELD","almeno un anziano","2019","2019",3.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1ELD","almeno un anziano","2020","2020",4.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1ELD","almeno un anziano","2021","2021",3.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1MINCH","1 figlio minore","2016","2016",8.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1MINCH","1 figlio minore","2017","2017",8.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1MINCH","1 figlio minore","2018","2018",7.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1MINCH","1 figlio minore","2019","2019",5.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1MINCH","1 figlio minore","2020","2020",6.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1MINCH","1 figlio minore","2021","2021",6.5,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2MINCH","2 figli minori","2016","2016",13.2,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2MINCH","2 figli minori","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2MINCH","2 figli minori","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2MINCH","2 figli minori","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2MINCH","2 figli minori","2020","2020",9.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2MINCH","2 figli minori","2021","2021",13.9,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","3MINCH","3 figli minori o più","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","3MINCH","3 figli minori o più","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","3MINCH","3 figli minori o più","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","3MINCH","3 figli minori o più","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","3MINCH","3 figli minori o più","2020","2020",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","3MINCH","3 figli minori o più","2021","2021",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1MINCH","almeno un figlio minore","2016","2016",10.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1MINCH","almeno un figlio minore","2017","2017",8.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1MINCH","almeno un figlio minore","2018","2018",8.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1MINCH","almeno un figlio minore","2019","2019",5.9,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1MINCH","almeno un figlio minore","2020","2020",8.1,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1MINCH","almeno un figlio minore","2021","2021",9.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2016","2016",10.3,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2017","2017",8.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2018","2018",8.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2020","2020",7.8,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2021","2021",10.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2016","2016",12,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2018","2018",7.6,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2020","2020",9.4,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2021","2021",7.7,,
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2020","2020",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2021","2021",,"0","il dato non raggiunge la metà della cifra minima considerata"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F1","Famiglie per presenza di componenti stranieri","2016","2016",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F1","Famiglie per presenza di componenti stranieri","2017","2017",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F1","Famiglie per presenza di componenti stranieri","2018","2018",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F1","Famiglie per presenza di componenti stranieri","2019","2019",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F1","Famiglie per presenza di componenti stranieri","2020","2020",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F1","Famiglie per presenza di componenti stranieri","2021","2021",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F2","Famiglie per presenza di anziani","2016","2016",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F2","Famiglie per presenza di anziani","2017","2017",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F2","Famiglie per presenza di anziani","2018","2018",,"t","è voce da considerarsi come titolo di raggruppamento"
"ITE","Centro","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OR_F2","Famiglie per presenza di anziani","2019","2019",,"t","è voce da considerarsi come titolo di raggruppamento"
